alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_type,damage,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,crash_date_est_i,intersection_related_i,work_zone_i,dooring_i,private_property_i,veh_count,ppl_count,veh_first_contact_point_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_towed_i_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,year,month,day,hour,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,veh_truck_i,veh_mc_i,ppl_age_mean,ppl_age_min,ppl_age_max,cause_group
STRAIGHT AND LEVEL,2524,2025-09-19 15:14:00,6,15,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.9288312849,daylight,-87.7270414567,NO INDICATION OF INJURY,2,35,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,IMPROPER LANE USAGE,N,2622,traffic signal,NOT DIVIDED,clear,,,,,,4,2,"[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""CHEVROLET"", ""FORD""]","[""PASSING/OVERTAKING"", ""SLOW/STOP IN TRAFFIC""]","[""EXPLORER"", ""SILVERADO""]",[],"[""38"", ""40""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,15,0,afternoon,41.93,-87.73,41.93_-87.73,0,0,39.0,38.0,40.0,Other
STRAIGHT AND LEVEL,1723,2025-09-22 16:00:00,2,16,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.954857019,daylight,-87.7213722293,NO INDICATION OF INJURY,2,25,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,UNABLE TO DETERMINE,N,4035,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""AUDI"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""Q5""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,16,0,afternoon,41.95,-87.72,41.95_-87.72,0,0,,,,Other
STRAIGHT AND LEVEL,2424,2025-09-22 08:55:00,2,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0064603699,daylight,-87.6758706938,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,N,6848,no controls,ONE-WAY,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""HONDA"", ""UNKNOWN""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""STRAIGHT AHEAD""]","[""CR-V"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""40""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,8,0,morning,42.01,-87.68,42.01_-87.68,0,0,40.0,40.0,40.0,Other
STRAIGHT AND LEVEL,2512,2025-09-22 08:30:00,2,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9189727437,dawn,-87.7876021094,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,N,2125,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""CHEVROLET"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TAHOE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,8,0,morning,41.92,-87.79,41.92_-87.79,0,0,,,,Other
STRAIGHT AND LEVEL,2411,2025-09-20 01:54:00,7,1,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0159129553,"darkness, lighted road",-87.6949923831,NO INDICATION OF INJURY,3,25,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,2600,stop sign/flasher,NOT DIVIDED,clear,,,,,,5,0,"[""FRONT-RIGHT-CORNER"", ""REAR"", ""REAR-LEFT-CORNER""]","[""HONDA"", ""MAZDA""]","[""PARKED"", ""UNKNOWN/NA""]","[""CR-V"", ""CX-9"", ""FIT""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,1,1,night,42.02,-87.69,42.02_-87.69,0,0,,,,Other
STRAIGHT AND LEVEL,726,2025-09-19 17:56:00,6,17,9,injury and / or tow due to crash,"$501 - $1,500",NO CONTROLS,FIXED OBJECT,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7792017361,"darkness, lighted road",-87.6742363585,NO INDICATION OF INJURY,1,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,2007,other,PARKING LOT,other,,,,,1.0,2,1,"[""FRONT-RIGHT-CORNER""]","[""CHEVROLET""]","[""OTHER""]","[""TRAX""]","[""Y""]","[""45""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,17,0,afternoon,41.78,-87.67,41.78_-87.67,0,0,45.0,45.0,45.0,Other
STRAIGHT AND LEVEL,2423,2025-09-20 01:30:00,7,1,9,injury and / or tow due to crash,"$501 - $1,500",FUNCTIONING PROPERLY,PEDESTRIAN,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,42.0139577767,"darkness, lighted road",-87.6642432364,"REPORTED, NOT EVIDENT",2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,NOT APPLICABLE,N,7300,traffic signal,NOT DIVIDED,clear,,1.0,,,,2,1,"[""FRONT""]","[""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""MOTORIZED""]",[],"[""65""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,20,1,1,night,42.01,-87.66,42.01_-87.66,0,1,65.0,65.0,65.0,Failure-to-Yield
STRAIGHT AND LEVEL,1231,2025-09-20 19:00:00,7,19,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8702091464,daylight,-87.6630325991,NO INDICATION OF INJURY,2,30,IMPROPER BACKING,NO DEFECTS,dry,IMPROPER BACKING,S,908,no controls,DIVIDED - W/MEDIAN BARRIER,clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""REAR""]","[""TOYOTA"", ""UNKNOWN""]","[""BACKING"", ""PARKED""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RAV4""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,19,1,evening,41.87,-87.66,41.87_-87.66,0,0,,,,DUI/Impairment
STRAIGHT AND LEVEL,1522,2025-09-19 06:00:00,6,6,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8785374659,,-87.7585277171,NO INDICATION OF INJURY,2,15,UNABLE TO DETERMINE,,,NOT APPLICABLE,W,5322,no controls,PARKING LOT,,1.0,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""KIA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""NIRO"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,6,0,night,41.88,-87.76,41.88_-87.76,0,0,,,,Other
STRAIGHT AND LEVEL,2432,2025-09-24 07:15:00,4,7,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0044227426,daylight,-87.6609914887,NO INDICATION OF INJURY,2,10,NOT APPLICABLE,NO DEFECTS,dry,NOT APPLICABLE,N,6726,no controls,PARKING LOT,clear,,,,,1.0,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""AUDI"", ""BMW""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""Q5""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,24,7,0,morning,42.0,-87.66,42.0_-87.66,0,0,,,,Other
STRAIGHT AND LEVEL,1024,2025-09-19 20:30:00,6,20,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8481550385,,-87.7136157765,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,NOT APPLICABLE,W,3524,no controls,ONE-WAY,,1.0,,,,,4,0,"[""SIDE-RIGHT-REAR"", ""UNKNOWN""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""COROLLA"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,20,0,evening,41.85,-87.71,41.85_-87.71,0,0,,,,Other
STRAIGHT AND LEVEL,1934,2025-09-21 05:15:00,1,5,9,no injury / drive away,"OVER $1,500",NO CONTROLS,HEAD ON,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9356742273,"darkness, lighted road",-87.6454961138,NO INDICATION OF INJURY,4,30,DRIVING ON WRONG SIDE/WRONG WAY,NO DEFECTS,wet,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",W,630,no controls,ONE-WAY,rain,,,,,,5,1,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""FORD"", ""SUBARU"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""EXPLORER"", ""IMPREZA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""50""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,5,1,night,41.94,-87.65,41.94_-87.65,0,0,50.0,50.0,50.0,Other
STRAIGHT AND LEVEL,1431,2025-09-22 15:56:00,2,15,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9217431802,daylight,-87.6895596506,NO INDICATION OF INJURY,2,30,IMPROPER BACKING,,dry,NOT APPLICABLE,W,2504,no controls,ONE-WAY,clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""CHEVROLET"", ""HONDA""]","[""BACKING"", ""PARKED""]","[""ACCORD"", ""GMT400""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,15,0,afternoon,41.92,-87.69,41.92_-87.69,0,0,,,,DUI/Impairment
STRAIGHT AND LEVEL,1833,2025-09-20 08:30:00,7,8,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,41.898341319,"darkness, lighted road",-87.618057856,"REPORTED, NOT EVIDENT",2,25,UNABLE TO DETERMINE,,,NOT APPLICABLE,N,860,no controls,DIVIDED - W/MEDIAN BARRIER,,,,,,,4,1,"[""REAR"", ""UNKNOWN""]","[""NISSAN"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""ALTIMA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""52""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,20,8,1,morning,41.9,-87.62,41.9_-87.62,0,0,52.0,52.0,52.0,Other
STRAIGHT AND LEVEL,733,2025-09-21 08:45:00,1,8,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7631676144,daylight,-87.6527067693,NO INDICATION OF INJURY,3,30,UNABLE TO DETERMINE,NO DEFECTS,wet,UNABLE TO DETERMINE,S,7201,no controls,ONE-WAY,clear,,,,,,5,0,"[""FRONT-LEFT-CORNER"", ""REAR"", ""SIDE-RIGHT""]","[""CHEVROLET"", ""FORD"", ""UNKNOWN""]","[""PARKED"", ""TURNING LEFT""]","[""EQUINOX"", ""ESCAPE"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,8,1,morning,41.76,-87.65,41.76_-87.65,0,0,,,,Other
STRAIGHT AND LEVEL,512,2025-09-20 20:01:00,7,20,9,injury and / or tow due to crash,"OVER $1,500",,PEDESTRIAN,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.7072900641,,-87.6081774651,NONINCAPACITATING INJURY,2,25,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,E,619,,NOT DIVIDED,,,,,,,2,1,"[""UNKNOWN""]","[""UNKNOWN""]","[""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""28""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,20,20,1,evening,41.71,-87.61,41.71_-87.61,0,0,28.0,28.0,28.0,Other
STRAIGHT AND LEVEL,1232,2025-09-24 08:50:00,4,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8777202072,daylight,-87.6546900011,NO INDICATION OF INJURY,2,10,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,1101,no controls,PARKING LOT,cloudy/overcast,,,,,1.0,4,0,"[""REAR-RIGHT-CORNER"", ""UNKNOWN""]","[""MAZDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TRIBUTE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,8,0,morning,41.88,-87.65,41.88_-87.65,0,0,,,,Other
STRAIGHT AND LEVEL,1923,2025-09-24 16:45:00,4,16,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9511890918,daylight,-87.6572800911,NO INDICATION OF INJURY,3,25,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,UNABLE TO DETERMINE,W,1106,no controls,NOT DIVIDED,clear,,,,,,5,0,"[""REAR-LEFT-CORNER"", ""SIDE-LEFT"", ""UNKNOWN""]","[""ACURA"", ""FORD"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""ADX"", ""FUSION"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,16,0,afternoon,41.95,-87.66,41.95_-87.66,0,1,,,,Following Too Closely
STRAIGHT AND LEVEL,1824,2025-09-20 20:30:00,7,20,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41.9009589191,"darkness, lighted road",-87.6199281737,NO INDICATION OF INJURY,3,40,UNABLE TO DETERMINE,NO DEFECTS,wet,FAILING TO REDUCE SPEED TO AVOID CRASH,N,1000,no controls,DIVIDED - W/MEDIAN BARRIER,clear,,,,,,5,1,"[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""HONDA"", ""TOYOTA"", ""VOLKSWAGEN""]","[""SKIDDING/CONTROL LOSS"", ""STRAIGHT AHEAD""]","[""CR-V"", ""PASSAT"", ""PRIUS""]",[],"[""39""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,20,1,evening,41.9,-87.62,41.9_-87.62,0,0,39.0,39.0,39.0,Other
STRAIGHT AND LEVEL,522,2025-09-21 03:17:00,1,3,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,41.6851692166,"darkness, lighted road",-87.6278337937,NONINCAPACITATING INJURY,2,30,DISREGARDING TRAFFIC SIGNALS,NO DEFECTS,dry,NOT APPLICABLE,S,11500,traffic signal,NOT DIVIDED,clear,,,,,,4,2,"[""FRONT""]","[""FORD"", ""PONTIAC""]","[""STRAIGHT AHEAD""]","[""EXPLORER"", ""GRAND AM""]","[""Y""]","[""36"", ""41""]","[""DEPLOYED, COMBINATION"", ""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,21,3,1,night,41.69,-87.63,41.69_-87.63,0,0,38.5,36.0,41.0,Other
STRAIGHT AND LEVEL,612,2025-09-19 11:45:00,6,11,9,no injury / drive away,"OVER $1,500",,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7504749298,darkness,-87.6538833344,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,,dry,FOLLOWING TOO CLOSELY,S,7900,stop sign/flasher,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""DODGE"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""CARAVAN"", ""SENTRA""]",[],"[""33""]","[""DEPLOYMENT UNKNOWN""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,19,11,0,morning,41.75,-87.65,41.75_-87.65,0,0,33.0,33.0,33.0,Following Too Closely
STRAIGHT AND LEVEL,833,2025-09-21 19:10:00,1,19,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7715664129,"darkness, lighted road",-87.7172488199,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,NOT APPLICABLE,W,3750,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""CADILLAC"", ""HYUNDAI""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""ESCALADE"", ""TUCSON""]",[],"[""29""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,19,1,evening,41.77,-87.72,41.77_-87.72,0,0,29.0,29.0,29.0,Other
STRAIGHT AND LEVEL,1232,2025-09-19 14:45:00,6,14,9,no injury / drive away,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.871726473,daylight,-87.6534871635,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,W,1057,,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RAV4""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,19,14,0,afternoon,41.87,-87.65,41.87_-87.65,0,0,,,,Other
STRAIGHT AND LEVEL,1031,2025-09-21 02:00:00,1,2,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8428409041,darkness,-87.7207007718,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,2649,no controls,ONE-WAY,clear,1.0,,,,,4,0,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""CHEVROLET"", ""FORD""]","[""PARKED"", ""UNKNOWN/NA""]","[""FOCUS"", ""SILVERADO""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,2,1,night,41.84,-87.72,41.84_-87.72,0,0,,,,Other
STRAIGHT AND LEVEL,2432,2025-09-22 15:50:00,2,15,9,injury and / or tow due to crash,$500 OR LESS,NO CONTROLS,PEDALCYCLIST,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,41.9981102252,daylight,-87.6746174481,"REPORTED, NOT EVIDENT",2,10,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,1766,no controls,PARKING LOT,clear,,,,,1.0,2,1,"[""FRONT-LEFT-CORNER""]","[""TOYOTA""]","[""ENTERING TRAFFIC LANE FROM PARKING""]","[""HIGHLANDER""]",[],"[""45""]","[""DID NOT DEPLOY""]","[""NONE"", ""TOTALLY EJECTED""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,22,15,0,afternoon,42.0,-87.67,42.0_-87.67,0,0,45.0,45.0,45.0,Other
STRAIGHT AND LEVEL,2213,2025-09-24 08:35:00,4,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,TURNING,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7211448541,daylight,-87.6593933058,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,W,1443,no controls,T-INTERSECTION,clear,,,,,,4,1,"[""SIDE-LEFT"", ""SIDE-LEFT-FRONT""]","[""NISSAN"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]","[""KICKS"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""35""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,8,0,morning,41.72,-87.66,41.72_-87.66,0,0,35.0,35.0,35.0,Other
STRAIGHT AND LEVEL,733,2025-09-20 02:02:00,7,2,9,no injury / drive away,"OVER $1,500",,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7687443409,"darkness, lighted road",-87.6446513782,NO INDICATION OF INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,,,FAILING TO YIELD RIGHT-OF-WAY,S,6900,traffic signal,FOUR WAY,clear,,1.0,,,,4,1,"[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""CHEVROLET"", ""KIA""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TRAVERSE""]",[],"[""46""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,2,1,night,41.77,-87.64,41.77_-87.64,0,0,46.0,46.0,46.0,Failure-to-Yield
STRAIGHT AND LEVEL,332,2025-09-20 03:00:00,7,3,9,injury and / or tow due to crash,$500 OR LESS,NO CONTROLS,OTHER OBJECT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7728835824,darkness,-87.5824880537,NO INDICATION OF INJURY,1,30,UNABLE TO DETERMINE,OTHER,,NOT APPLICABLE,S,6715,no controls,ALLEY,clear,,,,,,2,0,"[""FRONT-RIGHT-CORNER""]","[""JEEP""]","[""UNKNOWN/NA""]","[""CHEROKEE""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,3,1,night,41.77,-87.58,41.77_-87.58,0,0,,,,Other
STRAIGHT AND LEVEL,2515,2025-09-20 02:30:00,7,2,9,injury and / or tow due to crash,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9258928802,"darkness, lighted road",-87.7662048258,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,2500,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT"", ""REAR""]","[""JEEP"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CHEROKEE"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,2,1,night,41.93,-87.77,41.93_-87.77,0,0,,,,Other
STRAIGHT AND LEVEL,322,2025-09-23 21:00:00,3,21,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7705690462,dusk,-87.6154059876,NO INDICATION OF INJURY,2,30,IMPROPER LANE USAGE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,6800,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""SIDE-LEFT-REAR"", ""SIDE-RIGHT-REAR""]","[""NISSAN"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""VERSA""]",[],"[""21""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,23,21,0,evening,41.77,-87.62,41.77_-87.62,0,0,21.0,21.0,21.0,Other
STRAIGHT AND LEVEL,1925,2025-09-20 03:00:00,7,3,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9401316375,"darkness, lighted road",-87.6460285793,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,644,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""SUBARU"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""MOTORIZED"", ""OUTBACK""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,3,1,night,41.94,-87.65,41.94_-87.65,0,1,,,,Other
